id	BTAS.1	BTAS.2	BTAS.3	BTAS.4	BTAS.6	MTAS.1	MTAS.2	MTAS.3	MTAS.4	MTAS.5	MTAS.6
PCHAS_1022300	4421	4045	1357	5222	2241	2050	2193	1641	2201	1323	1531
PCHAS_1022400	42	62	38	79	33	69	46	20	33	27	49
PCHAS_1022500	649	419	230	751	377	189	254	200	299	98	164
PCHAS_1022600	209	106	88	254	94	58	90	40	91	35	45
PCHAS_1022700	391	350	216	556	218	124	137	100	147	87	110
PCHAS_1022800	6754	6903	3926	9410	3483	3695	3767	2472	3884	1189	2663
PCHAS_1022900	7125	4649	2967	7929	3980	3473	3864	2634	3626	2009	2565
PCHAS_1023000	1127	1069	506	1282	547	331	428	314	488	238	309
PCHAS_1023100	2448	1687	1108	2708	1318	1804	1163	1036	1252	1027	1133
PCHAS_1023200	102	67	18	143	61	43	3	8	32	21	14
PCHAS_1023300	2011	1378	948	2453	1918	1383	994	744	1173	776	1064
PCHAS_1023400	327	316	162	415	192	94	122	82	133	72	71
PCHAS_1023500	2789	1576	813	2836	1463	850	1131	854	1109	628	748
PCHAS_1023600	1263	1039	721	1998	818	679	1047	617	1216	409	719
PCHAS_1023700	441	321	148	528	193	251	221	191	255	183	187
PCHAS_1023800	8010	4173	2356	8590	4082	5127	4147	3309	4104	2845	3429
PCHAS_1023900	79	52	40	54	18	46	27	19	37	15	26
PCHAS_1024000	1033	662	432	1198	631	566	619	489	715	330	478
PCHAS_1024100	1036	709	336	1239	577	542	649	405	618	322	370
PCHAS_1024200	1919	1419	669	2285	1077	885	842	576	868	486	656
PCHAS_1024300	1922	1375	607	2532	1185	1033	1379	893	1525	572	867
PCHAS_1024400	742	335	174	846	614	359	181	141	244	262	246
PCHAS_1024500	157	152	30	147	97	70	40	41	53	54	63
PCHAS_1024600	8255	5254	2928	9814	5134	6751	5563	4894	5833	4114	5090
PCHAS_1024700	615	507	230	760	339	143	117	64	106	97	113
PCHAS_1024800	4632	3107	2121	4839	2389	2762	2349	1877	2401	1495	1842
PCHAS_1024900	681	377	328	736	499	232	326	252	477	157	373
PCHAS_1025000	2692	1351	721	2794	1655	3198	2053	1848	1903	1851	2236
PCHAS_1025100	799	410	320	932	615	332	362	291	515	211	347
PCHAS_1025200	646	650	240	923	462	431	438	286	361	185	266
PCHAS_1025300	609	475	386	715	287	258	257	250	330	152	203
PCHAS_1025400	35	14	7	22	13	21	17	18	16	13	19
PCHAS_1025500	945	914	593	1357	649	505	680	460	738	318	421
PCHAS_1025600	3452	3254	1988	4427	1828	1933	1663	1242	1748	1120	1289
PCHAS_1025700	26582	15719	8816	31755	16563	27338	21692	17881	22045	12533	18098
PCHAS_1025800	2642	2008	1246	3080	1252	1645	1202	1120	1201	850	1154
PCHAS_1025900	11426	6518	4758	13637	8868	14780	13003	9732	12664	7457	10287
PCHAS_1026000	653	519	331	912	532	259	293	217	484	121	346
PCHAS_1026100	1477	486	588	1960	2354	1588	506	509	880	965	1019
PCHAS_1026200	2304	1214	736	2220	1104	1030	620	565	713	550	660
PCHAS_1026300	22083	13348	8548	27216	15786	20859	18969	14742	19359	11216	15294
PCHAS_1026400	433	357	169	580	254	144	234	160	225	102	135
PCHAS_1026500	25	16	10	20	8	18	12	7	11	9	4
PCHAS_1026600	269	323	233	497	154	107	170	103	206	64	107
PCHAS_1026700	941	619	395	1173	595	400	581	442	663	277	362
PCHAS_1026800	559	422	128	801	342	115	62	73	108	77	72
PCHAS_1026900	17	13	3	25	18	17	3	5	4	2	7
PCHAS_1027000	4639	4599	2874	6882	2880	1689	2266	1491	2550	947	1609
PCHAS_1027100	188	84	31	229	112	41	28	39	37	27	34
PCHAS_1027200	992	704	305	1012	505	457	390	257	437	185	334
PCHAS_1027300	3642	2048	1003	3850	2099	2780	1961	1675	1919	1426	1787
PCHAS_1027400	2826	1992	1439	3871	1810	857	1009	716	1456	530	1036
PCHAS_1027500	452	372	198	627	257	163	219	166	199	132	194
PCHAS_1027600	1085	912	320	1295	466	491	432	267	451	192	316
PCHAS_1027700	913	620	427	1053	514	619	562	434	632	343	490
PCHAS_1027800	5128	3417	1905	5835	2701	2229	1591	1452	1882	1239	1663
PCHAS_1027900	6975	3773	1976	7422	3690	4236	3095	2508	3141	2287	2855
PCHAS_1028000	1821	1249	591	1971	879	834	995	614	918	514	657
PCHAS_1028100	4073	2465	1310	4505	2604	2607	2619	2016	2663	1416	1926
PCHAS_1028200	60	74	26	41	39	37	23	16	22	9	30
PCHAS_1028300	277	357	162	594	207	133	230	138	185	57	139
PCHAS_1028400	363	125	98	378	344	199	87	83	88	121	135
PCHAS_1028500	985	679	343	1193	557	835	486	428	434	432	580
PCHAS_1028600	363	298	146	466	188	158	120	105	212	63	149
PCHAS_1028700	1521	1312	442	1810	834	637	774	510	783	315	517
PCHAS_1028800	965	655	423	1356	829	516	629	469	752	320	493
PCHAS_1028900	623	536	352	793	379	317	383	253	367	181	267
PCHAS_1029000	3025	1347	893	3606	2791	2508	1226	1086	1516	1516	1558
PCHAS_1029100	6989	5875	4270	9330	3787	4722	4256	3166	4477	2466	3475
PCHAS_1029200	16139	16171	8980	23204	9373	7884	7944	5929	9157	4054	6227
PCHAS_1029300	1494	1025	500	1628	936	529	558	417	559	402	543
PCHAS_1029400	2995	1665	817	3327	1641	1310	988	702	992	551	738
PCHAS_1029500	4755	3848	1965	5664	2517	2934	1960	1833	2181	1560	1985
PCHAS_1029600	9071	7632	4344	10791	4553	2698	2827	1932	2779	1492	1988
PCHAS_1029700	161	166	82	200	183	79	75	47	107	52	117
PCHAS_1029800	323	78	179	343	730	341	105	114	222	228	357
PCHAS_1029900	19	17	26	21	1	9	9	1	13	1	7
PCHAS_1030000	516	513	275	623	247	319	354	256	369	160	216
PCHAS_1030100	1290	958	465	1408	638	575	590	391	633	427	483
PCHAS_1030200	629	371	183	835	415	134	68	35	119	139	105
PCHAS_1030300	101	55	33	111	63	9	7	0	12	16	9
PCHAS_1030400	158	117	63	218	110	36	10	7	25	27	24
PCHAS_1030500	292	197	146	342	187	129	147	86	215	61	149
PCHAS_1030600	1633	1437	933	2227	903	732	1054	724	1144	409	650
PCHAS_1030700	764	498	487	1040	512	355	503	321	470	213	292
PCHAS_1030800	155	138	72	209	125	67	118	83	179	48	107
PCHAS_1030900	409	405	161	582	259	70	35	33	65	48	35
PCHAS_1031000	2270	1862	1146	2818	1249	1329	1627	1063	1538	683	953
PCHAS_1031100	4621	5045	3077	6629	2525	2333	2786	1888	3071	887	1835
PCHAS_1031200	104	77	48	190	90	38	18	11	40	31	36
PCHAS_1031300	6468	4487	2251	7479	3871	3494	4218	2680	3914	1875	2398
PCHAS_1031400	17992	16442	10932	21798	9667	12282	9788	7423	10415	6257	8554
PCHAS_1031500	654	471	223	780	383	400	322	256	319	182	274
PCHAS_1031600	65	61	39	112	49	17	38	30	37	11	23
PCHAS_1031700	146	115	58	194	91	74	92	67	77	31	53
PCHAS_1031800	217	155	201	257	107	77	89	45	107	68	98
PCHAS_1031900	6794	3937	2409	8125	4467	4546	4830	3432	4712	2357	3061
PCHAS_1032000	2467	1739	950	3004	1460	1850	1567	1311	1683	1077	1300
PCHAS_1032100	4753	2871	1356	5603	2961	2727	1998	1574	2043	1619	1895
PCHAS_1032200	3591	2935	1140	4338	1927	1629	1417	1062	1473	793	1092
PCHAS_1032300	103	79	35	159	63	18	12	12	11	21	17
PCHAS_1032400	1123	636	483	1309	820	658	530	464	592	398	435
PCHAS_1032500	196	91	42	187	117	132	60	75	54	81	78
PCHAS_1032600	8047	5407	3083	8780	3946	3601	2688	2438	2997	2088	2667
PCHAS_1032700	4020	3247	1941	5693	2685	1254	1519	1039	1974	588	1257
PCHAS_1032800	293	388	181	397	183	91	124	109	107	89	81
PCHAS_1032900	15444	5994	4654	18133	14421	13304	5118	4858	7420	8375	8440
PCHAS_1033000	3098	2119	1349	4076	2202	1218	1288	1009	1522	658	980
PCHAS_1033100	717	507	397	1126	541	244	263	186	426	129	339
PCHAS_1033200	92	60	15	149	73	9	5	0	11	6	13
PCHAS_1033300	883	775	383	1211	513	409	518	353	597	312	352
PCHAS_1033400	8000	5156	2682	8843	4481	4811	3594	2910	3961	2745	3545
PCHAS_1033500	5030	3858	2503	6904	3259	1021	1173	870	1240	554	818
PCHAS_1033600	984	730	352	1187	532	338	457	251	435	158	276
PCHAS_1033700	2203	1335	811	2529	1860	1510	1073	866	1448	888	1301
PCHAS_1033800	54	56	24	76	39	24	17	22	34	17	26
PCHAS_1033900	4578	3392	1596	5702	3142	3857	2159	1915	2605	1917	2495
PCHAS_1034000	4743	3621	1988	5710	2474	3672	2671	2147	2683	1939	2514
PCHAS_1034100	75	50	10	88	29	23	18	17	37	12	18
PCHAS_1034200	4942	2859	1887	5656	2720	3755	3221	2649	3377	1993	2692
PCHAS_1034300	551	338	201	665	316	248	270	174	300	170	191
PCHAS_1034400	65	66	48	89	35	23	31	19	49	10	43
PCHAS_1034500	82	54	22	89	20	18	1	2	13	14	9
PCHAS_1034600	10385	8061	5935	15220	7607	7371	10268	6244	9409	3959	5625
PCHAS_1034700	14039	13886	6477	20319	8089	7353	8333	5821	9484	3777	6318
PCHAS_1034800	262	136	83	305	135	110	83	78	136	43	123
PCHAS_1034900	5887	3353	1618	6514	3476	4293	2939	2736	2941	2254	2933
PCHAS_1035000	10	13	16	17	10	2	7	6	4	4	4
PCHAS_1035100	1521	1045	647	1998	1025	741	977	678	1082	396	702
PCHAS_1035200	97132	82392	51158	128029	57713	51378	46131	34563	51875	24621	39781
PCHAS_1035300	34	18	9	34	29	11	8	17	14	6	10
PCHAS_1035400	279	117	42	167	90	67	76	70	67	21	48
PCHAS_1035500	1056	766	390	1137	555	461	337	354	479	276	282
PCHAS_1035600	1694	994	317	1774	809	763	615	489	579	402	474
PCHAS_1035700	2658	1509	695	3096	1585	1788	1579	1218	1731	837	1278
PCHAS_1035800	909	581	341	1040	557	474	414	325	454	366	382
PCHAS_1035900	151	102	246	244	118	35	43	22	86	28	70
PCHAS_1036000	5089	2133	892	7041	3475	1182	450	454	965	801	776
PCHAS_1036100	244	172	97	343	144	37	54	43	85	24	43
PCHAS_1036200	7318	4077	2497	7891	5283	4870	2473	2091	2785	2933	2978
PCHAS_1036300	1016	876	574	1376	538	443	511	390	447	251	348
PCHAS_1036400	1206	1054	666	1749	786	572	861	557	859	386	483
PCHAS_1036500	470	322	233	574	309	163	146	105	188	103	136
PCHAS_1036600	1509	1234	642	1728	835	462	524	402	557	310	357
PCHAS_1036700	4628	3702	2729	6092	2624	3812	3444	2663	3414	2029	2670
PCHAS_1036800	5043	3024	2261	6072	3300	3663	4211	2882	4223	1929	2979
PCHAS_1036900	1873	1065	521	1981	1065	819	923	626	863	473	533
PCHAS_1037000	225	202	170	357	134	74	134	70	124	25	82
PCHAS_1037100	856	624	393	1099	799	233	260	194	382	144	379
PCHAS_1037200	516	267	345	712	598	187	153	131	242	92	250
PCHAS_1037300	979	623	291	1161	633	314	273	229	416	163	279
PCHAS_1037400	22121	20507	10173	27385	10660	14414	11881	9195	12157	6688	9819
PCHAS_1037500	1065	793	421	1263	597	376	430	252	377	183	245
PCHAS_1037600	2093	1278	996	2629	1393	1083	1555	999	1444	589	921
PCHAS_1037700	4212	2774	1401	4649	2395	1752	2059	1451	2006	1006	1372
PCHAS_1037800	1335	923	423	1603	809	609	592	469	740	334	435
PCHAS_1037900	1688	1128	597	1960	1089	646	817	554	841	375	491
PCHAS_1038000	1324	976	576	1473	755	804	791	553	766	441	498
PCHAS_1038100	17094	15273	7775	21739	8321	8862	8101	6010	8471	4182	6343
PCHAS_1038200	120	51	51	159	166	107	45	53	75	90	91
PCHAS_1038300	260	127	106	347	146	34	8	7	14	20	30
PCHAS_1038400	397	238	185	407	265	152	149	111	212	83	175
PCHAS_1038500	635	543	251	719	297	322	252	199	251	144	161
PCHAS_1038600	123	101	45	115	30	40	39	30	29	19	36
PCHAS_1038700	136	94	49	236	96	18	16	6	14	21	25
PCHAS_1038800	3230	3155	1345	4399	1691	2116	1677	1282	1821	975	1504
PCHAS_1038900	390	421	253	387	242	137	233	121	173	109	85
PCHAS_1039000	408	279	152	520	225	139	115	82	85	93	100
PCHAS_1039100	3268	2551	1495	3990	1575	2128	1401	1260	1530	1283	1337
PCHAS_1039200	530	487	290	700	345	214	277	181	257	147	143
PCHAS_1039300	329	235	155	321	144	113	113	72	102	62	50
PCHAS_1039400	140	106	42	174	76	39	8	10	28	16	33
PCHAS_1039500	65	59	47	97	35	17	3	5	5	4	3
PCHAS_1039600	442	302	104	617	249	118	57	41	74	34	50
PCHAS_1039700	9402	5956	3609	11200	5646	8010	5237	4636	5628	3991	5378
PCHAS_1039800	159	87	43	237	98	38	29	7	13	23	22
PCHAS_1039900	1207	783	394	1372	712	551	589	427	541	303	403
PCHAS_1040000	1303	937	485	1503	690	1277	925	764	936	717	947
PCHAS_1040100	2308	1637	1116	2793	1377	1298	1439	1014	1412	746	954
PCHAS_1040200	9152	9790	6255	12608	4803	4480	5084	3561	5522	2382	3629
PCHAS_1040300	2088	1182	802	2102	1081	1346	995	857	1118	729	945
PCHAS_1040400	7886	5472	2782	9098	4005	3921	4626	3059	4408	2403	3003
PCHAS_1040500	3179	2816	1225	4017	1751	1924	1544	1220	1475	1204	1226
PCHAS_1040600	1084	844	540	1462	670	494	591	430	619	262	311
PCHAS_1040700	2292	2061	921	3079	1318	1315	1723	1071	1774	758	1073
PCHAS_1040800	110	85	61	136	75	12	5	11	18	19	25
PCHAS_1040900	6931	3822	1889	7359	3501	3113	2317	1901	2438	1546	2371
PCHAS_1040951	57	40	18	44	27	9	0	0	0	0	14
PCHAS_1041000	5090	4472	3043	7773	3656	1531	1432	1093	2077	928	1524
PCHAS_1041100	252	125	127	332	144	60	70	47	53	22	42
PCHAS_1041200	550	502	202	648	407	148	148	131	200	124	182
PCHAS_1041300	2150	1698	1273	2917	2111	273	239	202	285	126	286
PCHAS_1041400	1836	975	1046	2173	1821	238	159	134	286	119	224
PCHAS_1041500	1347	387	889	1804	2957	1301	256	415	1239	525	2073
PCHAS_1041600	974	279	573	1199	2186	1097	348	470	770	719	1045
PCHAS_1041700	78	88	25	55	45	36	4	44	49	34	60
PCHAS_1041800	10369	7437	5214	12655	6033	9403	8027	5629	6244	4496	5925
PCHAS_1041900	48	28	71	31	49	22	18	27	66	37	59
PCHAS_1042000	154	133	66	192	84	96	102	64	48	55	17
PCHAS_1042300	234	74	87	129	22	544	531	162	115	270	96
PCHAS_1042500	12	19	0	40	54	629	812	357	102	324	156
PCHAS_1042600	146	178	50	311	167	349	364	201	98	184	117
PCHAS_1042700	4	2	5	1	6	15	11	9	5	5	10
PCHAS_1100100	292	193	124	352	580	77	19	22	75	35	73
PCHAS_1100200	1089	951	563	1311	648	203	190	224	221	19	216
PCHAS_1100300	14179	8789	13011	20127	8686	69	60	57	66	8	70
PCHAS_1100400	86	48	19	144	53	8	5	1	9	5	5
PCHAS_1100500	271	210	124	421	347	201	128	103	185	117	182
PCHAS_1100600	107	47	66	96	73	45	8	19	37	24	63
PCHAS_1100700	1612	1000	1035	2079	2172	1076	665	523	1121	524	1140
PCHAS_1100750	39	39	30	68	27	32	19	27	66	5	39
PCHAS_1100800	460	179	212	538	818	617	209	273	470	507	571
PCHAS_1100900	647	301	312	817	917	467	200	229	339	339	467
PCHAS_1101000	6584	5035	4386	9618	4120	3861	5808	3061	6396	2427	4299
PCHAS_1101100	11699	5245	4377	14173	10767	8584	3261	3041	5001	5293	5284
PCHAS_1101200	226	115	79	193	118	102	74	35	55	45	80
PCHAS_1101300	10110	4935	2844	11552	5773	8348	6241	5170	6389	4188	5782
PCHAS_1101400	950	691	403	1034	457	394	447	315	457	270	324
PCHAS_1101500	1058	828	575	1334	645	377	614	393	663	243	367
PCHAS_1101600	525	425	215	602	349	306	350	261	398	180	265
PCHAS_1101700	576	404	325	737	365	277	306	257	361	161	290
PCHAS_1101800	13	5	9	10	16	10	0	4	7	1	5
PCHAS_1101900	5266	5349	3318	7409	2995	1026	1001	825	2418	595	1728
PCHAS_1102000	48	24	25	68	42	19	10	3	21	6	15
PCHAS_1102100	315	244	116	427	211	87	135	75	118	37	48
PCHAS_1102200	233	236	133	351	112	75	139	78	147	28	64
PCHAS_1102300	314	348	181	448	239	113	175	118	231	73	112
PCHAS_1102400	756	563	359	1037	510	426	607	413	581	228	328
PCHAS_1102500	2015	1500	811	2426	1201	825	988	628	1007	488	626
PCHAS_1102600	2217	1272	686	2224	1159	1874	1326	1152	1327	1011	1317
PCHAS_1102700	2763	2080	755	3791	1652	1070	1381	889	1474	567	1004
PCHAS_1102800	20687	20154	13314	27666	10516	11179	12092	8154	12068	5295	7816
PCHAS_1102900	3334	1881	1074	3596	1820	1198	1227	886	1162	715	704
PCHAS_1103000	684	231	337	785	1062	593	189	175	324	336	410
PCHAS_1103100	7296	7226	3613	10248	3848	3428	3411	2568	3855	1587	2590
PCHAS_1103200	2559	1921	1164	3087	1312	993	1002	700	1086	525	604
PCHAS_1103300	7403	3968	2985	8915	4416	5299	5271	4009	4957	2766	3715
PCHAS_1103400	461	242	128	498	286	152	101	50	129	86	81
PCHAS_1103500	1269	943	624	1731	1017	636	456	395	585	484	454
PCHAS_1103600	25	13	4	33	14	10	2	2	4	2	11
PCHAS_1103700	1175	1023	571	1787	747	503	792	504	760	319	397
PCHAS_1103800	558	379	107	792	319	132	70	38	115	98	76
PCHAS_1103900	13756	12182	6873	17815	7269	7908	7328	5380	7460	3822	5443
PCHAS_1104000	1211	851	386	1494	645	381	476	267	437	197	297
PCHAS_1104100	10698	6462	4220	12315	7025	11524	8217	7210	7953	6078	7648
PCHAS_1104200	1454	914	570	1567	782	1072	585	534	607	572	609
PCHAS_1104300	2211	1414	1053	2974	1447	1035	1352	903	1383	611	804
PCHAS_1104400	3567	2285	1521	4440	2089	1960	2507	1731	2583	955	1632
PCHAS_1104500	1342	897	583	1631	689	545	511	349	538	263	388
PCHAS_1104600	1520	1020	401	1737	841	490	398	343	427	286	348
PCHAS_1104700	5117	3474	1854	6064	2856	2953	2655	2085	2686	1578	2012
PCHAS_1104800	15130	8019	5252	17486	8154	15410	11522	9673	11778	7522	10276
PCHAS_1104900	898	691	400	1030	467	596	547	452	526	333	504
PCHAS_1105000	306	225	74	331	170	88	70	65	87	42	61
PCHAS_1105100	4298	4012	2470	5672	1883	2819	2023	1701	2126	1590	1613
PCHAS_1105200	1107	1165	437	1465	497	361	452	316	440	212	254
PCHAS_1105300	1455	1208	353	1583	800	517	438	375	522	270	323
PCHAS_1105400	966	860	482	1217	643	388	460	271	541	218	369
PCHAS_1105500	396	315	215	616	307	135	161	102	183	77	170
PCHAS_1105600	339	291	193	526	183	46	85	52	130	42	50
PCHAS_1105700	336	242	93	524	210	54	25	30	84	45	48
PCHAS_1105800	3261	1729	996	3718	1888	3582	2666	2439	2926	1793	2557
PCHAS_1105900	123	57	36	108	59	101	32	42	34	39	50
PCHAS_1106000	1072	619	399	1206	576	681	436	392	388	408	432
PCHAS_1106100	1541	979	532	2038	945	616	938	556	954	303	544
PCHAS_1106200	7370	5016	3021	8281	4029	5364	3091	2866	3249	2707	3557
PCHAS_1106300	596	558	295	663	253	173	236	118	240	59	86
PCHAS_1106400	13832	12605	7257	19009	8223	8256	9037	6573	10242	4527	6992
PCHAS_1106500	2584	1224	677	2579	1833	1589	681	792	956	894	1214
PCHAS_1106600	16	14	7	23	5	1	0	0	8	2	2
PCHAS_1106700	133	84	42	126	133	52	25	22	41	73	61
PCHAS_1106800	1505	485	558	1895	2148	1522	539	485	799	938	1061
PCHAS_1106900	4625	3287	1840	5665	2606	2827	2313	1776	2552	1341	1913
PCHAS_1107000	1585	1300	635	2048	848	751	894	577	881	406	531
PCHAS_1107100	5162	3123	2466	6421	3490	3997	3975	2910	4063	1894	3156
PCHAS_1107200	481	494	253	488	264	179	213	166	230	69	155
PCHAS_1107300	1904	965	518	1742	1219	1073	467	420	546	683	615
PCHAS_1107400	5389	2131	1366	5474	3500	3225	1649	1466	1714	1711	1946
PCHAS_1107500	1722	1547	803	2053	922	924	815	659	817	509	646
PCHAS_1107600	1711	1642	762	1995	860	678	939	511	842	379	528
PCHAS_1107700	209	132	65	345	115	54	18	13	16	21	29
PCHAS_1107800	3991	2059	1330	4475	2867	2699	1442	1251	1703	1581	1620
PCHAS_1107900	470	313	99	435	244	264	207	185	214	162	192
PCHAS_1108000	2652	1586	933	3061	1664	2102	1698	1343	1883	1117	1544
PCHAS_1108100	1960	1646	695	2440	1145	640	578	478	687	353	446
PCHAS_1108200	3400	1192	1197	4426	4308	3889	1620	1401	2146	2306	2320
PCHAS_1108300	1343	1318	678	1821	707	669	722	517	768	308	488
PCHAS_1108400	9888	5608	3087	10618	5664	6629	4742	4253	4971	4230	4811
PCHAS_1108500	57	33	27	79	41	26	17	15	24	11	20
PCHAS_1108600	746	472	227	857	382	331	361	213	367	182	239
PCHAS_1108700	8783	5401	2970	9859	5092	2690	2654	2187	3038	1451	2268
PCHAS_1108800	1289	952	443	1479	624	761	495	454	512	461	582
PCHAS_1108900	871	607	392	1012	483	392	483	299	565	216	339
PCHAS_1109000	1051	652	265	1432	667	248	93	112	177	128	163
PCHAS_1109100	7396	4759	2918	9039	4137	6960	5865	4819	5921	3503	4627
PCHAS_1109200	1843	1264	950	2298	1062	865	974	624	927	489	680
PCHAS_1109300	147	106	72	194	114	72	45	30	48	28	53
PCHAS_1109400	36127	23566	13274	47071	23460	48270	39193	33086	38347	25086	34524
PCHAS_1109500	1963	1242	746	2180	1111	1171	1210	873	1253	639	924
PCHAS_1109600	853	535	214	1016	439	208	101	102	170	92	132
PCHAS_1109700	622	500	276	670	319	266	239	145	291	111	198
PCHAS_1109800	4301	2547	1435	5129	2487	3810	2445	2110	2638	1991	2613
PCHAS_1109900	372	256	50	573	267	79	44	27	82	87	73
PCHAS_1110000	233	140	89	370	153	70	34	20	52	44	48
PCHAS_1110200	11098	10420	7058	14844	5748	6830	5895	4697	6505	3157	4513
PCHAS_1110300	262	267	107	447	146	77	81	39	80	81	60
PCHAS_1110400	575	452	234	863	360	198	137	101	144	89	117
PCHAS_1110500	4502	3376	2023	5713	2705	3329	3186	2372	3288	1793	2403
PCHAS_1110600	35	12	10	37	16	8	3	2	3	0	3
PCHAS_1110700	21628	14378	9360	27555	14733	16710	15632	11796	15979	9773	12964
PCHAS_1110800	414	307	71	663	402	360	146	102	216	149	234
PCHAS_1110900	184	233	178	337	117	65	71	54	92	48	53
PCHAS_1111000	6726	5522	3288	8046	3385	4761	6263	3886	6245	2697	3827
PCHAS_1111100	702	481	301	690	287	228	380	201	285	147	206
PCHAS_1111200	456	397	403	617	204	208	230	146	259	100	179
PCHAS_1111300	388	388	187	474	204	73	158	76	149	77	121
PCHAS_1111400	823	601	298	994	425	175	281	166	261	105	195
PCHAS_1111500	871	717	363	1088	538	470	517	338	526	259	341
PCHAS_1111600	15	12	7	24	15	8	4	5	11	5	1
PCHAS_1111700	735	652	386	899	444	357	396	272	426	201	253
PCHAS_1111800	793	592	343	922	479	239	306	199	361	105	202
PCHAS_1111900	7715	6982	3104	9976	3870	4125	3633	2686	3600	2414	2988
PCHAS_1112000	1263	961	668	1456	647	353	466	265	494	184	300
PCHAS_1112100	665	546	363	1071	421	181	223	159	337	86	174
PCHAS_1112200	195	149	72	298	129	81	87	73	110	22	68
PCHAS_1112300	151	113	40	230	84	47	23	7	28	37	36
PCHAS_1112400	1174	670	307	1231	738	621	318	314	391	510	463
PCHAS_1112500	2943	1856	1487	3756	2350	1786	2168	1494	1974	958	1350
PCHAS_1112600	33940	28704	31049	49768	17607	8025	6985	5426	10683	3545	7772
PCHAS_1112700	326	279	120	380	181	75	58	43	80	46	73
PCHAS_1112800	49	41	27	97	24	22	26	37	27	16	36
PCHAS_1112900	4761	2567	1478	4918	2796	4346	2645	2472	2900	2369	2799
PCHAS_1113000	1429	728	364	2014	845	322	126	107	253	148	203
PCHAS_1113100	1619	1535	739	2133	858	843	858	617	831	395	611
PCHAS_1113200	258	181	105	270	133	87	114	63	106	48	77
PCHAS_1113300	128	68	40	165	80	39	18	16	31	17	21
PCHAS_1113400	1677	1255	597	2106	953	1328	1161	833	1098	724	772
PCHAS_1113500	1566	881	628	1699	950	956	967	726	1094	633	725
PCHAS_1113600	633	430	354	718	360	186	323	210	397	131	199
PCHAS_1113700	411	282	71	648	310	64	34	43	60	67	56
PCHAS_1113800	202	220	170	339	113	24	27	23	57	15	30
PCHAS_1113900	175	125	69	226	104	56	22	17	62	37	34
PCHAS_1114000	964	719	618	1273	616	431	418	357	549	231	423
PCHAS_1114100	477	281	186	564	288	324	233	248	284	193	214
PCHAS_1114200	1648	1041	522	2006	1049	1513	1150	947	1306	765	1121
PCHAS_1114300	266	194	139	322	180	98	85	96	137	58	84
PCHAS_1114400	156	106	57	209	109	49	57	42	79	13	66
PCHAS_1114500	1747	1333	934	2203	1181	767	1293	795	1320	539	663
PCHAS_1114600	1063	563	154	1452	681	222	83	105	213	160	159
PCHAS_1114700	72	44	25	97	63	11	8	8	9	24	4
PCHAS_1114800	826	383	263	1082	530	151	65	55	93	85	95
PCHAS_1114900	14268	7959	4314	17269	10973	9128	4305	3793	5464	5604	5933
PCHAS_1115000	412	471	170	691	209	197	222	120	239	87	148
PCHAS_1115100	3661	2488	1382	4232	2309	2213	1986	1572	2237	1503	1597
PCHAS_1115200	281	274	142	433	197	145	130	92	151	64	92
PCHAS_1115300	6055	3273	1944	6184	3264	3826	2261	2105	2495	2314	2567
PCHAS_1115400	1268	956	464	1410	672	619	612	457	533	422	413
PCHAS_1115500	2062	1372	875	2478	1311	640	849	573	808	379	451
PCHAS_1115600	24	17	20	47	32	22	7	9	20	6	15
PCHAS_1115700	3057	2176	905	3236	1550	1086	1292	844	1133	608	843
PCHAS_1115800	1631	1167	666	1743	830	639	686	467	602	354	409
PCHAS_1115900	3702	2603	1413	4288	1973	1945	2007	1573	1953	1031	1466
PCHAS_1116000	2096	1362	686	2358	1417	668	833	535	855	351	549
PCHAS_1116100	4040	3033	1373	4846	2087	1729	1550	1198	1673	919	1274
PCHAS_1116200	5843	3287	1984	6533	3766	2687	2316	1903	2510	1474	2068
PCHAS_1116300	6648	5499	3263	9317	3960	4392	4809	3377	5169	2474	3577
PCHAS_1116400	983	750	388	1152	488	491	395	308	384	262	346
PCHAS_1116500	174144	141678	62361	239238	116781	137693	101381	79253	112862	62566	95280
PCHAS_1116600	40684	31006	24511	54891	27511	28867	27316	19904	29303	17440	21346
PCHAS_1116700	698	243	168	889	795	413	156	125	270	288	322
PCHAS_1116800	1159	919	440	1582	639	359	426	299	471	213	325
PCHAS_1116900	1161	1031	922	1583	669	370	469	300	542	205	380
PCHAS_1117000	10259	9874	7920	13901	5745	5002	5477	4101	6230	2275	4273
PCHAS_1117100	68	26	14	42	34	26	10	8	30	10	8
PCHAS_1117200	8018	8544	4555	11025	4134	4641	5005	3407	5203	2388	3366
PCHAS_1117300	1225	1146	683	1602	673	277	421	313	593	173	308
PCHAS_1117400	565	489	219	739	311	224	229	163	305	104	139
PCHAS_1117500	679	422	240	771	453	420	462	321	479	239	299
PCHAS_1117600	1511	1033	762	1789	891	1376	1089	847	1044	805	901
PCHAS_1117700	1930	1133	832	2580	1714	901	799	564	942	569	690
PCHAS_1117800	627	521	254	863	503	190	191	121	198	183	128
PCHAS_1117900	2992	1776	1140	3331	1681	1985	1860	1456	1793	1199	1539
PCHAS_1118000	4525	2636	1706	5373	2832	3292	2834	2258	2911	1736	2287
PCHAS_1118100	16772	14501	9217	22719	9279	13390	13206	9856	13937	6934	9453
PCHAS_1118200	1141	911	517	1498	666	531	809	545	829	331	537
