id	BTAS	MTAS
PCHAS_0304800	13.6672618	6.02068166666667
PCHAS_0304900	49.2138828	40.2336198333333
PCHAS_0305000	0.7337838	0.5584045
PCHAS_0305100	7.5010262	1.72625033333333
PCHAS_0305200	2.3160218	0.564808
PCHAS_0305300	52.0306	35.1601878333333
PCHAS_0305400	406.1005142	371.33297
PCHAS_0305500	95.9574106	116.020943333333
PCHAS_0305600	130.3165548	68.953475
PCHAS_0305700	207.837639	241.980256166667
PCHAS_0305800	424.7131052	489.283832833333
PCHAS_0305900	25.297756	32.9599066666667
PCHAS_0306000	45.7580174	32.7408903333333
PCHAS_0306100	44.1655682	35.6085356666667
PCHAS_0306200	6.9685096	3.68826966666667
PCHAS_0306300	13.5169216	16.2299606666667
PCHAS_0306400	20.4458734	10.6918031666667
PCHAS_0306500	26.0665488	16.9012523333333
PCHAS_0306600	1717.0036004	1515.16865916667
PCHAS_0306700	47.3621268	40.4038933333333
PCHAS_0306800	26.3901334	25.3370356666667
PCHAS_0306900	0.3832982	0.460365333333333
PCHAS_0307000	125.173354	207.675250833333
PCHAS_0307100	502.0320116	661.002763166667
PCHAS_0307200	473.633579	918.5908055
PCHAS_0307300	390.341973	696.387987333334
PCHAS_0307400	84.1705264	77.89232
PCHAS_0307500	29.398383	34.1619715
PCHAS_0307600	15.3868924	10.7578558333333
PCHAS_0307700	18.9132952	5.63740866666667
PCHAS_0307800	96.2894916	45.2084565
PCHAS_0307900	75.2206712	74.4652401666667
PCHAS_0308000	35.7830622	27.9722068333333
PCHAS_0308100	54.1484338	36.8781321666667
PCHAS_0308200	26.3109208	5.97111966666667
PCHAS_0308300	20.893182	4.972117
PCHAS_0308400	38.6453992	23.7437055
PCHAS_0308500	50.1165146	28.3307138333333
PCHAS_0308600	41.0355834	34.5745626666667
PCHAS_0308700	36.1758682	18.7407366666667
PCHAS_0308800	1.2021214	0.9414535
PCHAS_0308900	92.9688936	95.3915576666667
PCHAS_0309000	348.685156	328.0503635
PCHAS_0309100	2378.9640022	1958.21268516667
PCHAS_0309200	2812.613032	1622.090235
PCHAS_0309300	99.769132	131.903114666667
PCHAS_0309400	117.808245	100.284214333333
PCHAS_0309500	171.02516	105.12804
PCHAS_0309600	11.1659956	6.53673116666667
PCHAS_0309700	42.7493158	34.527307
PCHAS_0309800	41.394469	28.3043821666667
PCHAS_0309900	6.0139778	2.23665333333333
PCHAS_0310000	582.0915184	405.81825
PCHAS_0310100	16.8229172	11.2504996666667
PCHAS_0310200	164.9537424	133.371309333333
PCHAS_0310300	89.642734	65.460928
PCHAS_0310400	0.4307018	0.415354666666667
PCHAS_0310500	25.285016	23.2092213333333
PCHAS_0310600	53.9706906	33.0069663333333
PCHAS_0310700	52.8418368	36.9940646666667
PCHAS_0310800	100.9415522	77.3595776666667
PCHAS_0310900	23.0280966	25.7705058333333
PCHAS_0311000	54.6935616	59.5820035
PCHAS_0311100	42.8322194	48.2326691666667
PCHAS_0311200	93.932991	87.079864
PCHAS_0311300	199.856968	182.266246333333
PCHAS_0311400	68.8083882	100.453147
PCHAS_0311500	80.0542748	150.852619166667
PCHAS_0311600	34.732238	34.5007335
PCHAS_0311700	68.4335846	49.0885296666667
PCHAS_0311800	50.949498	36.3519728333333
PCHAS_0311900	27.345861	12.3357478333333
PCHAS_0312000	44.5428944	17.5389923333333
PCHAS_0312100	169.1541162	116.486461833333
PCHAS_0312200	102.3127672	58.9119208333333
PCHAS_0312300	89.3380812	32.521591
PCHAS_0312400	11.3207866	5.7756815
PCHAS_0312500	19.7118322	9.5733145
PCHAS_0312600	3.0554448	1.37565283333333
PCHAS_0312700	135.9157248	71.2255918333333
