id	BTCB.1	BTCB.2	BTCB.3	BTCB.4	BTCB.5	BTCB.6	MTCB.1	MTCB.2	MTCB.3	MTCB.4	MTCB.5	MTCB.6
PCHCB_1015600	1963	1648	2168	1918	1311	1281	1951	683	577	1452	1152	1376
PCHCB_1015700	8430	6940	13965	8270	8588	7523	7595	3472	4696	9872	6096	6360
PCHCB_1015800	1408	1225	2555	1286	1560	1345	1232	779	975	2140	1189	1259
PCHCB_1015900	114	128	281	97	146	118	133	92	142	241	86	135
PCHCB_1016000	201	255	449	158	387	255	233	147	198	258	159	261
PCHCB_1016100	861	676	1524	792	1008	915	741	413	855	1334	719	774
PCHCB_1016200	57	228	84	80	77	115	68	56	18	23	32	74
PCHCB_1016300	48	60	48	27	35	66	26	21	12	18	14	17
PCHCB_1016400	1650	1457	2196	1520	1140	1116	1453	544	532	1050	841	1054
PCHCB_1016500	171	170	255	149	129	165	190	90	110	185	103	175
PCHCB_1016600	2414	1932	2755	2510	1345	1293	2222	613	430	1129	1017	1208
PCHCB_1016700	593	523	1081	620	617	534	635	336	363	855	506	682
PCHCB_1016800	213	250	371	214	356	337	221	151	167	299	176	302
PCHCB_1016900	136	145	280	104	166	153	82	44	87	131	60	88
PCHCB_1017000	1294	948	1841	1150	1129	1096	1073	569	859	1840	1093	1135
PCHCB_1017100	1550	1580	3851	1388	2254	1793	1333	1030	1629	2279	1280	1658
PCHCB_1017200	921	950	1686	927	991	925	1298	479	615	1031	744	786
PCHCB_1017300	1013	925	1543	915	873	878	1011	422	503	944	659	759
PCHCB_1017400	696	708	1229	712	596	606	1159	406	473	916	569	812
PCHCB_1017500	23989	21282	32052	23921	19790	21166	29424	13449	10625	25801	15961	23275
PCHCB_1017600	503	438	910	368	491	496	549	382	414	1065	452	721
PCHCB_1017700	1212	1384	1581	1069	713	882	2091	946	505	1359	645	1324
PCHCB_1017800	65	49	33	30	28	41	99	22	15	60	25	50
PCHCB_1017900	9339	7226	10893	10365	6495	7068	9269	2954	2489	5674	4785	5393
PCHCB_1018000	5365	4691	7016	5515	4218	4807	7537	3186	2310	5030	3233	4805
PCHCB_1018100	7719	6223	8765	8692	5297	6055	9995	3141	2491	5117	4470	5523
PCHCB_1018200	321	344	464	260	258	304	693	307	213	455	301	496
PCHCB_1018300	40	31	42	34	30	36	67	17	19	44	23	46
PCHCB_1018400	700	611	1191	628	686	655	852	367	465	1025	593	639
PCHCB_1018500	1611	1545	2086	1612	1444	1562	2065	1161	821	2279	1322	2102
PCHCB_1018600	2570	1988	4084	2354	2928	2604	2171	1129	1649	3363	2028	2110
PCHCB_1018700	3524	2945	6538	3382	3843	3464	3123	1692	2464	4348	2728	2859
PCHCB_1018800	524	415	885	392	549	443	411	249	434	701	388	387
PCHCB_1018900	851	1646	1950	866	2374	2208	1242	780	629	983	521	985
PCHCB_1019000	4	9	13	0	6	11	1	1	0	1	0	1
PCHCB_1019100	21	87	57	52	74	95	35	18	11	12	8	11
PCHCB_1019200	318	430	826	233	647	551	278	232	395	398	228	320
PCHCB_1019300	1000	1192	2911	875	1964	1665	957	861	1258	2203	957	1311
PCHCB_1019400	6847	6771	13100	6237	8091	7652	6836	4482	4980	10098	5053	7540
PCHCB_1019500	541	563	1264	419	947	858	462	347	435	588	368	525
PCHCB_1019600	922	716	941	792	518	581	1152	366	294	373	408	607
PCHCB_1019650	411	415	663	405	359	409	630	268	271	486	341	429
PCHCB_1019800	33	38	29	27	17	33	32	16	10	12	16	16
PCHCB_1019900	1414	1121	1616	1226	860	887	1739	628	564	1219	895	1159
PCHCB_1020000	674	563	916	585	538	511	826	360	351	845	441	656
PCHCB_1020100	767	724	1236	741	746	703	947	478	433	951	672	835
PCHCB_1020200	7352	7209	13394	6907	8747	8004	6391	3722	5353	8880	5468	7444
PCHCB_1020300	7341	7287	11729	6735	8863	7883	6968	4969	4799	11026	5574	8769
PCHCB_1020400	808	664	1518	654	1137	992	644	374	646	1066	587	694
PCHCB_1020500	7067	5901	11448	7004	6933	5607	4658	2173	2506	5760	3618	4117
PCHCB_1020600	124	183	208	95	147	183	159	84	88	176	96	95
PCHCB_1020700	5	7	10	4	6	9	4	5	6	6	7	9
PCHCB_1020800	116	318	152	185	148	217	113	47	16	38	32	49
PCHCB_1020900	4681	4479	4411	4584	3058	3279	9351	2887	1552	2189	3061	4579
PCHCB_1021000	409	380	622	338	474	357	453	302	219	385	355	507
PCHCB_1021100	110	210	146	97	152	171	342	117	51	44	68	156
PCHCB_1021200	403	488	697	395	676	565	359	228	286	546	327	357
PCHCB_1021300	6	5	14	2	10	16	4	2	8	21	10	2
PCHCB_1021400	369	375	925	288	634	486	336	337	463	735	390	504
PCHCB_1021500	458	429	857	377	554	450	319	177	272	462	309	325
PCHCB_1021600	496	525	572	435	363	374	1081	393	243	440	420	539
PCHCB_1021700	1903	1710	2731	1947	1748	1823	2541	1063	1013	1926	1464	1872
PCHCB_1021800	422	436	864	330	723	606	483	283	322	577	252	422
PCHCB_1021900	107	144	298	88	184	152	166	94	136	200	119	198
PCHCB_1022000	110	165	139	96	113	128	448	105	78	59	85	142
PCHCB_1022100	181	168	390	112	254	206	170	135	214	264	138	205
PCHCB_1022200	1653	1677	3152	1682	1738	1797	1645	1337	1338	3372	1678	2525
PCHCB_1022300	2342	2407	4807	2275	2505	2490	2633	1611	1990	4536	2097	2614
PCHCB_1022400	41	25	50	23	25	20	42	19	27	83	29	38
PCHCB_1022500	262	284	669	218	404	254	215	156	238	344	264	223
PCHCB_1022600	64	55	152	55	125	67	39	58	68	157	105	90
PCHCB_1022700	148	186	314	161	276	193	162	142	162	280	160	217
PCHCB_1022800	3348	3060	4149	2916	3765	3644	3485	2039	1651	5151	2297	3952
PCHCB_1022900	3221	2775	5201	3320	2953	2768	3032	1338	1741	3630	2453	2547
PCHCB_1023000	650	614	1195	598	694	633	628	515	528	1306	578	847
PCHCB_1023100	1485	1551	2113	1560	1160	1310	2395	892	764	1324	1193	1515
PCHCB_1023200	46	68	75	64	44	62	67	23	15	30	31	46
PCHCB_1023300	1383	1523	2354	1301	1757	1749	2425	1104	1022	1742	1085	1769
PCHCB_1023400	183	188	364	157	230	179	172	118	185	276	155	193
PCHCB_1023500	945	657	1619	788	885	795	879	360	678	1137	741	739
PCHCB_1023600	1151	999	2282	987	1582	1255	743	451	759	1258	775	764
PCHCB_1023700	276	309	538	295	309	327	419	190	203	416	252	317
PCHCB_1023800	4784	3945	6009	4975	3584	3954	5478	1927	2032	3790	2738	3303
PCHCB_1023900	19	27	19	20	20	16	47	23	3	25	7	22
PCHCB_1024000	538	429	630	453	423	322	537	196	249	428	333	386
PCHCB_1024100	686	546	993	543	630	564	598	261	434	689	446	469
PCHCB_1024200	1051	816	1608	841	1011	927	974	421	616	1152	678	810
PCHCB_1024300	1264	1203	2670	1221	1753	1539	1136	533	942	1521	913	1000
PCHCB_1024400	380	423	465	334	372	370	1270	344	232	253	281	448
PCHCB_1024500	96	65	83	45	37	71	251	66	43	65	61	86
PCHCB_1024600	6706	5373	8585	7031	5746	5949	7045	2303	2691	5129	4022	4474
PCHCB_1024700	143	269	459	132	316	272	197	163	154	254	141	221
PCHCB_1024800	2972	2438	4113	2851	2277	2442	3281	1310	1504	2929	2035	2387
PCHCB_1024900	342	374	708	253	659	526	282	113	259	417	166	266
PCHCB_1025000	2351	2029	2314	2373	1359	1622	4106	854	675	859	1244	1604
PCHCB_1025100	430	428	778	377	671	506	347	193	254	444	236	372
PCHCB_1025200	237	237	383	185	301	206	206	137	153	386	212	284
PCHCB_1025300	154	204	387	161	193	189	197	138	195	336	200	206
PCHCB_1025400	28	21	28	10	12	17	29	19	10	30	12	24
PCHCB_1025500	671	709	1141	654	704	666	690	477	429	1107	556	801
PCHCB_1025600	1877	1816	3267	1813	1709	1668	1974	1231	1227	2769	1510	2185
PCHCB_1025700	27669	21230	28690	27322	16097	15588	21735	8161	6111	15822	13606	15318
PCHCB_1025800	1515	1279	1714	1410	1031	1026	1679	732	447	1191	814	1388
PCHCB_1025900	13840	9502	14898	13534	8635	8245	11110	3246	2518	6256	5911	6507
PCHCB_1026000	489	603	1071	467	1066	858	422	333	430	723	328	536
PCHCB_1026100	634	947	847	675	804	1064	2778	592	410	325	405	939
PCHCB_1026200	952	840	1168	875	547	656	1351	418	309	572	596	760
PCHCB_1026300	21763	14908	24131	21088	14773	15915	16990	5315	4916	12026	9903	10148
PCHCB_1026400	174	158	320	118	202	173	157	117	165	371	204	213
PCHCB_1026500	4	10	12	1	6	10	7	3	2	10	4	11
PCHCB_1026600	206	184	352	117	297	252	188	156	155	360	148	274
PCHCB_1026700	478	439	875	402	494	406	444	238	374	608	369	415
PCHCB_1026800	43	158	73	68	38	124	45	34	27	48	39	58
PCHCB_1026900	2	4	21	11	15	6	3	2	4	3	2	11
PCHCB_1027000	2657	2713	5676	2449	3578	3197	2387	1972	2775	5024	2371	3532
PCHCB_1027100	27	70	62	36	32	50	36	20	2	27	17	21
PCHCB_1027200	536	600	929	454	552	514	551	361	380	646	400	498
PCHCB_1027300	1697	1430	1744	1772	1138	1240	1926	544	475	1020	948	1082
PCHCB_1027400	1427	1741	3290	1185	3291	2613	1094	798	1374	1600	878	1221
PCHCB_1027500	202	189	348	131	217	261	221	174	164	328	140	250
PCHCB_1027600	411	422	532	362	448	462	467	332	243	844	393	593
PCHCB_1027700	770	774	1407	854	1057	844	850	402	489	880	685	672
PCHCB_1027800	2358	2660	3236	2262	1905	2268	3638	1569	1092	2350	1672	2388
PCHCB_1027900	3140	2246	3004	2950	1810	2138	3804	1225	902	2127	1787	2261
PCHCB_1028000	1072	968	1905	988	1171	995	1151	460	749	1354	813	903
PCHCB_1028100	2850	2062	4028	2610	2136	1926	2354	825	1062	2169	1490	1596
PCHCB_1028200	38	20	30	17	23	25	50	26	28	51	31	39
PCHCB_1028300	138	154	170	59	166	157	123	90	78	217	136	202
PCHCB_1028400	141	133	124	114	121	163	439	124	74	76	79	152
PCHCB_1028500	695	654	811	670	480	574	1037	382	257	604	498	523
PCHCB_1028600	242	297	479	166	446	331	241	133	220	196	115	183
PCHCB_1028700	801	790	1152	749	884	743	885	542	411	1203	685	1017
PCHCB_1028800	705	702	1543	698	1024	830	514	302	522	894	510	525
PCHCB_1028900	381	346	806	341	443	369	393	209	341	650	366	442
PCHCB_1029000	1747	1972	1516	1677	1194	1643	4835	983	581	649	899	1494
PCHCB_1029100	5029	4732	7203	4795	4669	4640	5628	3179	2700	6087	3593	5441
PCHCB_1029200	9773	10238	17661	9188	10788	9912	9170	7307	7105	14776	7751	12614
PCHCB_1029300	686	785	1236	546	852	961	1153	513	547	837	537	696
PCHCB_1029400	1240	1050	1693	1194	1043	968	984	417	512	840	754	817
PCHCB_1029500	2468	2375	3333	2361	1758	1895	3030	1376	1058	2197	1730	2426
PCHCB_1029600	2691	2337	3766	2460	2402	2334	3338	2008	1778	4120	2453	3571
PCHCB_1029700	107	179	247	110	237	226	159	89	121	139	79	99
PCHCB_1029800	143	249	258	126	220	245	451	138	69	75	67	189
PCHCB_1029900	14	10	29	0	12	7	5	3	9	14	12	3
PCHCB_1030000	300	258	563	277	427	312	300	230	236	584	279	387
PCHCB_1030100	773	648	1140	628	536	479	680	299	374	859	539	647
PCHCB_1030200	81	196	179	87	95	131	56	23	9	20	23	43
PCHCB_1030300	24	27	44	12	22	45	11	3	1	1	3	1
PCHCB_1030400	19	70	70	32	40	45	19	9	1	6	13	8
PCHCB_1030500	204	270	479	191	425	369	180	119	208	310	130	208
PCHCB_1030600	1205	956	2089	1139	1471	1264	1088	792	896	2007	1054	1497
PCHCB_1030700	466	471	972	468	714	558	421	249	436	664	470	449
PCHCB_1030800	115	112	259	70	177	151	73	54	113	100	74	111
PCHCB_1030900	95	150	136	127	102	209	55	74	20	58	20	63
PCHCB_1031000	1353	1097	2026	1127	1700	1547	1268	665	1146	2240	1186	1283
PCHCB_1031100	2830	2751	3854	2431	3716	3315	2907	1958	1776	5172	2168	3821
PCHCB_1031200	61	68	71	43	61	73	34	14	23	53	23	26
PCHCB_1031300	3286	2444	5010	2891	2781	2404	2568	1103	1405	3691	2305	2325
PCHCB_1031400	12220	12166	17060	11738	12341	12781	18667	9978	6054	15862	9008	15524
PCHCB_1031500	333	310	568	347	301	350	403	126	185	380	246	311
PCHCB_1031600	48	75	121	34	80	63	64	37	54	66	43	73
PCHCB_1031700	79	140	203	92	134	127	99	41	99	161	96	133
PCHCB_1031800	131	117	162	99	127	120	118	63	41	151	91	141
PCHCB_1031900	5280	3727	6843	4788	3721	3296	3565	1629	1714	4360	3216	3364
PCHCB_1032000	1955	1680	2936	2036	1585	1831	2038	786	945	1628	1333	1481
PCHCB_1032100	2458	2523	4258	2583	2718	2711	4469	1692	1540	2757	2029	2480
PCHCB_1032200	1746	1636	2252	1717	1410	1679	2240	1229	991	2300	1329	1926
PCHCB_1032300	24	26	22	29	22	41	15	11	0	5	6	8
PCHCB_1032400	603	558	814	525	527	455	864	267	306	431	404	483
PCHCB_1032500	98	112	82	80	76	122	520	180	78	69	92	231
PCHCB_1032600	3532	3224	4683	3171	2778	2963	4867	2046	1844	3207	2533	3458
PCHCB_1032700	2239	2317	4247	1811	3835	2989	1644	1358	1688	2682	1501	2343
PCHCB_1032800	137	164	284	133	182	139	170	149	202	309	181	212
PCHCB_1032900	6568	8885	7060	6126	6224	7792	27659	6610	3577	2991	3992	9159
PCHCB_1033000	1407	1232	2446	1097	1775	1637	1217	499	924	1332	907	1077
PCHCB_1033100	540	705	1265	486	1208	916	366	350	471	509	281	510
PCHCB_1033200	18	26	15	10	14	21	20	20	1	12	8	30
PCHCB_1033300	513	415	1042	400	604	487	385	371	418	711	426	548
PCHCB_1033400	4930	4757	5944	5099	3771	3963	7190	2836	2226	4155	3257	4469
PCHCB_1033500	1283	1208	2135	1097	1430	1238	1136	837	988	1837	1034	1645
PCHCB_1033600	386	396	721	336	562	427	309	281	404	720	321	404
PCHCB_1033700	1314	1566	2256	1221	1943	1685	1731	809	700	1199	856	1233
PCHCB_1033800	32	38	62	26	53	51	55	28	33	29	24	22
PCHCB_1033900	3075	3287	3172	2882	2368	2912	6555	2962	1424	2707	2291	4296
PCHCB_1034000	3277	3062	4462	3340	2333	2495	3554	1629	1244	2770	2062	2697
PCHCB_1034100	25	29	49	39	23	28	33	17	7	24	13	34
PCHCB_1034200	3355	2558	4641	3229	2075	2142	2889	954	1120	2407	1723	1952
PCHCB_1034300	309	261	456	234	332	274	271	137	186	344	177	185
PCHCB_1034400	57	71	157	41	115	96	40	34	88	51	20	51
PCHCB_1034500	19	20	21	17	20	19	8	8	5	1	3	13
PCHCB_1034600	8022	5515	11053	7223	8170	7215	6632	3100	4645	10623	6083	6842
PCHCB_1034700	9210	9260	15731	8352	10637	9349	8406	5875	6242	12277	7064	10576
PCHCB_1034800	73	131	198	73	216	151	76	50	80	138	51	90
PCHCB_1034900	3839	3142	4839	4092	2511	2738	3549	1178	1138	2143	1831	2108
PCHCB_1035000	2	4	17	2	7	4	10	6	7	7	0	2
PCHCB_1035100	1061	960	2047	887	1492	1178	936	454	663	1193	686	774
PCHCB_1035200	59835	56965	88549	56250	62643	61092	63322	34226	30369	69401	38228	59302
PCHCB_1035300	18	28	15	15	13	12	17	9	7	32	11	21
PCHCB_1035400	37	26	50	22	29	32	39	24	15	32	15	21
PCHCB_1035500	421	474	718	482	417	450	686	448	262	758	405	650
PCHCB_1035600	655	614	1019	665	531	605	948	469	323	754	479	750
PCHCB_1035700	1662	1393	2082	1429	1413	1166	1735	694	597	1198	1092	1389
PCHCB_1035800	523	557	851	530	474	482	619	273	268	497	369	460
PCHCB_1035900	68	95	134	56	160	140	63	69	57	107	66	111
PCHCB_1036000	692	1937	753	962	763	1119	453	269	96	87	185	267
PCHCB_1036100	98	101	162	72	166	135	94	65	103	92	58	87
PCHCB_1036200	2520	3533	2730	2259	2476	3479	12720	4322	1865	2269	2219	5206
PCHCB_1036300	487	459	917	451	486	475	554	397	426	947	527	635
PCHCB_1036400	882	753	1800	812	1015	962	732	392	821	1294	659	761
PCHCB_1036500	204	203	414	221	197	229	146	72	89	213	127	103
PCHCB_1036600	533	339	662	326	362	406	489	248	363	706	371	467
PCHCB_1036700	4584	4409	7060	5031	4096	4229	4848	2545	2336	5288	3256	4366
PCHCB_1036800	2679	2126	4316	2487	2813	2153	1908	934	1162	2850	1647	1798
PCHCB_1036900	788	625	1527	651	875	730	580	380	454	1064	625	661
PCHCB_1037000	143	142	206	73	151	148	145	110	123	245	118	173
PCHCB_1037100	426	443	797	316	661	589	328	133	209	297	189	225
PCHCB_1037200	272	398	631	259	624	489	248	143	205	190	107	218
PCHCB_1037300	431	475	793	321	744	687	463	283	400	518	276	437
PCHCB_1037400	13509	12202	18773	13615	11607	12523	16267	8056	6274	18463	9852	14227
PCHCB_1037500	425	396	841	357	564	496	358	287	414	702	360	547
PCHCB_1037600	1668	1206	2708	1414	1753	1436	1114	641	1105	2044	1196	1248
PCHCB_1037700	1726	1369	2806	1565	1606	1478	1348	700	1113	2180	1335	1433
PCHCB_1037800	598	502	846	539	616	476	534	245	304	735	404	539
PCHCB_1037900	800	747	1328	672	785	695	630	389	502	1081	628	707
PCHCB_1038000	713	666	1219	642	647	565	670	354	462	927	564	592
PCHCB_1038100	7747	6926	10826	7307	6826	6956	7892	4827	4141	11417	6150	8513
PCHCB_1038200	40	96	84	47	68	94	171	66	51	47	24	82
PCHCB_1038300	27	51	75	29	24	47	10	20	5	9	4	8
PCHCB_1038400	134	191	351	151	324	353	129	93	176	199	123	155
PCHCB_1038500	276	272	361	257	234	242	238	162	155	375	259	314
PCHCB_1038600	28	71	76	46	42	58	44	33	41	100	35	82
PCHCB_1038700	19	50	51	30	38	64	11	13	4	4	0	12
PCHCB_1038800	1921	1838	2783	1677	1412	1613	1971	1054	1024	2398	1315	2003
PCHCB_1038900	116	146	329	112	208	155	107	69	125	216	129	102
PCHCB_1039000	137	139	213	122	102	132	90	47	64	131	67	79
PCHCB_1039100	1720	1659	2853	1585	1474	1710	2651	1183	1015	1613	1010	1736
PCHCB_1039200	337	348	804	336	356	363	259	283	289	714	328	492
PCHCB_1039300	105	119	218	61	120	104	131	68	85	232	101	128
PCHCB_1039400	22	45	53	32	23	54	14	4	2	4	6	7
PCHCB_1039500	11	23	35	15	13	40	12	4	1	2	3	6
PCHCB_1039600	82	190	145	83	99	160	119	81	20	79	62	105
PCHCB_1039700	6958	5529	7805	6594	4266	4451	7424	2860	1870	4507	3698	4900
PCHCB_1039800	22	64	59	25	40	48	23	6	5	16	10	13
PCHCB_1039900	330	292	509	230	263	285	302	151	231	409	304	263
PCHCB_1040000	1033	794	1295	1095	789	759	1239	471	436	898	619	764
PCHCB_1040100	1007	870	1862	908	1017	897	1013	539	728	1355	827	917
PCHCB_1040200	5054	5260	10784	4890	6558	5972	5372	4284	4290	9875	4346	6792
PCHCB_1040300	1450	1117	1663	1233	885	834	1128	377	437	840	648	796
PCHCB_1040400	3854	3429	7105	3667	3779	3184	3685	1737	2418	4504	3172	3162
PCHCB_1040500	1928	1811	3209	1810	1616	1736	2421	1580	1267	2721	1551	2484
PCHCB_1040600	630	610	1205	537	736	645	499	337	404	882	561	588
PCHCB_1040700	1668	1716	3447	1725	2002	1688	1642	1206	1300	2786	1695	1890
PCHCB_1040800	36	49	54	14	35	65	12	28	18	26	17	27
PCHCB_1040900	2523	2746	3222	2703	2345	2519	4346	1893	1432	3041	1992	3094
PCHCB_1040951	32	47	83	21	55	62	6	7	5	13	0	12
PCHCB_1041000	3928	4854	8478	3613	6733	5903	3534	2556	2393	4200	2137	4069
PCHCB_1041100	102	93	159	100	106	109	21	19	12	31	20	17
PCHCB_1041200	128	164	260	119	272	258	168	82	133	184	104	153
PCHCB_1041300	1085	1491	1524	1082	1578	1455	930	471	353	632	482	796
PCHCB_1041400	197	430	386	268	697	626	232	118	98	169	114	167
PCHCB_1041500	1032	3029	2672	1237	3942	4001	2017	775	464	236	312	1044
PCHCB_1041600	705	1343	1269	692	1691	1950	2540	1353	577	471	380	1466
PCHCB_1041800	9716	7927	9529	9680	5655	6514	14575	6215	4130	10254	8378	11491
PCHCB_1041900	43	29	20	42	31	16	64	9	16	40	32	56
PCHCB_1041920	6	38	8	6	9	12	71	36	43	39	87	72
PCHCB_1041940	67	222	177	34	272	372	89	13	7	55	1	16
PCHCB_1041960	892	715	1097	814	955	655	9	3	0	14	10	25
PCHCB_1041980	0	35	0	39	24	2	0	0	0	0	0	0
PCHCB_1042020	77	39	66	54	74	135	60	106	44	163	78	143
PCHCB_1042040	28	23	50	23	39	85	64	64	22	43	94	125
PCHCB_1042060	79	37	43	60	33	56	38	27	19	170	20	22
PCHCB_1100100	4	36	27	20	25	102	29	19	5	2	4	9
PCHCB_1100200	19	19	19	17	16	27	164	78	64	163	98	124
PCHCB_1100300	168	129	138	174	65	86	113	38	57	81	105	129
PCHCB_1100400	10	11	16	14	19	29	95	32	24	62	14	54
PCHCB_1100500	468	568	697	426	645	617	833	352	295	452	331	535
PCHCB_1100600	49	138	98	75	159	184	84	40	26	39	26	47
PCHCB_1100700	789	1135	1440	777	1571	1699	1557	1002	648	969	641	1262
PCHCB_1100750	73	76	143	49	159	114	58	57	96	55	25	63
PCHCB_1100800	257	508	498	222	421	571	1386	470	258	160	170	420
PCHCB_1100900	195	379	525	187	458	506	657	283	231	246	135	369
PCHCB_1101000	8413	6481	12885	7062	6537	4793	5166	2470	3180	5912	4624	6120
PCHCB_1101100	5204	6970	5691	4540	5470	6989	25658	8031	3654	3409	3584	9734
PCHCB_1101200	100	110	157	102	58	89	125	49	33	105	69	92
PCHCB_1101300	7239	5720	8268	7341	4532	4727	6943	2218	1899	3727	3710	4265
PCHCB_1101400	507	418	914	394	513	438	410	218	383	599	335	373
PCHCB_1101500	545	494	983	523	768	658	545	298	475	825	438	504
PCHCB_1101600	376	344	678	326	387	416	365	242	237	658	313	515
PCHCB_1101700	258	266	734	251	574	556	223	113	305	451	207	245
PCHCB_1101800	9	9	16	9	14	26	7	5	5	8	8	13
PCHCB_1101900	2897	3946	7528	2511	7806	6296	2267	1650	2723	2740	1335	2714
PCHCB_1102000	12	40	47	26	23	40	21	12	12	22	10	15
PCHCB_1102100	117	100	183	60	156	117	88	54	122	179	92	99
PCHCB_1102200	100	109	209	68	189	110	126	83	103	149	126	123
PCHCB_1102300	195	260	456	172	224	264	199	152	199	485	205	307
PCHCB_1102400	919	859	1757	876	837	797	809	456	562	1131	730	839
PCHCB_1102500	972	877	1956	850	983	959	879	636	798	1540	758	970
PCHCB_1102600	1472	1133	1576	1341	869	1016	1953	549	429	765	729	802
PCHCB_1102700	1482	1448	2841	1333	2004	1609	1288	927	1239	2185	1233	1789
PCHCB_1102800	12819	11513	20197	11738	11358	11478	12570	8876	7252	22031	10328	17575
PCHCB_1102900	1417	1410	2650	1277	1531	1330	1543	707	1024	1781	1133	1245
PCHCB_1103000	159	357	347	223	330	421	949	303	180	169	167	354
PCHCB_1103100	4071	4275	6975	3718	4620	4272	4153	3252	3034	6727	3177	5235
PCHCB_1103200	1020	883	1697	919	941	808	1073	608	674	1511	847	970
PCHCB_1103300	4267	3172	5734	4108	3596	3440	4386	1471	1771	4056	2698	2915
PCHCB_1103400	85	152	174	99	111	144	220	121	113	185	134	163
PCHCB_1103500	578	768	1145	560	756	822	1369	593	671	801	566	747
PCHCB_1103600	3	9	3	3	3	8	5	7	0	3	2	6
PCHCB_1103700	580	475	1279	560	746	617	508	359	545	1079	545	672
PCHCB_1103800	84	296	94	97	114	175	72	90	39	53	47	87
PCHCB_1103900	8637	7906	11552	8362	6985	7089	9425	4658	3773	10282	6439	8983
PCHCB_1104000	392	319	688	294	447	369	309	263	291	619	325	426
PCHCB_1104100	7878	5904	7083	7543	4805	5796	13169	3594	2498	4251	4876	6385
PCHCB_1104200	988	974	1166	927	597	798	1829	749	423	815	564	1094
PCHCB_1104300	959	838	1632	852	1246	1097	938	489	911	1575	973	1080
PCHCB_1104400	1983	1474	3346	1844	2291	2117	1620	870	1418	2706	1534	1595
PCHCB_1104500	572	524	1191	508	773	638	502	330	392	881	394	502
PCHCB_1104600	469	413	610	353	353	347	651	227	306	530	319	406
PCHCB_1104700	2280	1931	3323	2014	1677	1522	1960	857	935	2082	1331	1625
PCHCB_1104800	14103	11201	16769	15652	9349	9358	12421	4158	3224	7686	6807	7424
PCHCB_1104900	554	521	881	547	533	517	577	225	259	603	377	445
PCHCB_1105000	229	246	286	160	170	193	273	153	130	313	200	245
PCHCB_1105100	2143	2203	5004	2079	1970	2116	3423	1935	1670	3488	1723	3134
PCHCB_1105200	560	461	1196	388	589	566	671	443	368	1027	489	762
PCHCB_1105300	499	435	642	427	440	551	650	415	301	786	399	681
PCHCB_1105400	435	569	1314	482	865	778	548	399	532	1148	438	700
PCHCB_1105500	140	257	487	163	442	361	175	142	224	370	163	229
PCHCB_1105600	143	170	381	122	277	210	149	81	193	203	157	188
PCHCB_1105700	25	127	56	30	38	61	36	32	6	30	9	50
PCHCB_1105800	5348	4441	5690	5813	2871	3045	2983	883	573	1337	1312	1490
PCHCB_1105900	120	65	93	106	64	98	153	80	50	103	91	80
PCHCB_1106000	359	369	406	297	253	265	792	255	200	271	258	374
PCHCB_1106100	1145	944	2152	876	1448	1181	833	563	952	1542	898	1047
PCHCB_1106200	4488	4348	4412	4389	3050	3823	9113	3711	1887	3615	3149	5682
PCHCB_1106300	326	301	542	237	391	315	259	199	298	595	220	249
PCHCB_1106400	9885	9751	18149	8834	12153	10133	9328	6303	7275	13635	7600	10984
PCHCB_1106500	1228	1381	1279	1200	895	1088	2756	867	495	614	680	1294
PCHCB_1106600	7	10	2	1	5	6	5	1	1	2	0	8
PCHCB_1106700	36	63	96	17	21	59	176	46	33	24	12	81
PCHCB_1106800	727	1253	1093	676	991	1284	3749	1227	660	519	477	1419
PCHCB_1106900	2622	2308	3482	2506	2567	2384	2802	1289	1297	2830	2053	2564
PCHCB_1107000	899	781	1578	818	1133	892	785	507	592	1309	653	905
PCHCB_1107100	3796	3333	5392	3868	3834	3214	2973	1383	1353	3324	2201	2523
PCHCB_1107200	231	277	319	181	305	327	282	183	183	573	279	373
PCHCB_1107300	572	636	468	500	429	494	2606	807	340	489	573	1091
PCHCB_1107400	1876	1753	1582	1701	1051	1361	5161	1334	763	956	1324	2274
PCHCB_1107500	1472	1487	2293	1470	1138	1318	1821	1053	822	1805	1115	1738
PCHCB_1107600	764	734	1423	719	1026	893	860	725	730	1686	785	1131
PCHCB_1107700	54	76	103	37	50	84	26	19	5	14	1	11
PCHCB_1107800	1641	1333	1686	1452	1167	1411	4129	1033	769	1190	1117	1683
PCHCB_1107900	297	280	409	203	234	210	487	215	164	320	231	349
PCHCB_1108000	1865	1452	2400	1635	1240	1068	1475	555	456	1125	1012	1261
PCHCB_1108100	659	523	1020	534	644	622	700	451	492	1189	609	828
PCHCB_1108200	1993	2447	1878	1777	1507	1832	6127	1113	556	551	903	1654
PCHCB_1108300	614	683	1166	634	813	761	685	585	473	1339	673	1029
PCHCB_1108400	6584	5055	7511	6449	3769	4384	6766	1857	1396	2909	2778	3474
PCHCB_1108500	30	18	40	18	17	18	38	22	13	13	9	8
PCHCB_1108600	162	149	298	124	141	144	200	93	99	247	155	175
PCHCB_1108700	2860	2352	4279	2361	3152	2729	2062	928	1415	2495	1545	1752
PCHCB_1108800	594	541	727	667	393	440	973	265	229	464	368	543
PCHCB_1108900	486	535	1006	399	643	529	429	232	394	692	388	448
PCHCB_1109000	125	370	156	154	137	160	137	92	36	85	73	136
PCHCB_1109100	8717	6511	10103	8748	5702	5865	6246	2589	2338	5561	4255	5022
